Tweet,Date,Time,User Name,Twitter Handle,Location,Followers Count,Following Count,Profile URL,Profile Image URL,Profile Banner URL,Account Creation Date,Retweet Count,Favorite Count,Reply Count,Hashtags,User Mentions,Media URLs,Tweet URL,Coordinates,Language,Source,Is Retweet,Is Quote Status,Quoted Status,In Reply To User,Place,Entities,Is Verified User,Is Retweeted,Is Favorited
"RT @money_rebellion: BREAKING: @LloydsBank AGM disrupted 💕

“In 2022, Lloyds did what few other global banks did and increased  its financi…",2023-05-18,12:19:11,GreenpeacePortsmouth,GP_Portsmouth,Portsmouth,918,568,https://t.co/H7DzvZiY1a,http://pbs.twimg.com/profile_images/1013154802493218816/tQwF7KMM_normal.jpg,https://pbs.twimg.com/profile_banners/256439086/1668119884,2011-02-23,156,0,0,[],"['money_rebellion', 'LloydsBank']",[],https://twitter.com/GP_Portsmouth/status/1659171772632014848,,en,Twitter for iPhone,True,False,,,,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'money_rebellion', 'name': 'XR Money Rebellion 🌍🌱🏳️\u200d⚧️', 'id': 1227611320339619840, 'id_str': '1227611320339619840', 'indices': [3, 19]}, {'screen_name': 'LloydsBank', 'name': 'Lloyds Bank', 'id': 147932302, 'id_str': '147932302', 'indices': [31, 42]}], 'urls': []}",False,False,False
"RT @money_rebellion: BREAKING: @LloydsBank AGM disrupted 💕

“In 2022, Lloyds did what few other global banks did and increased  its financi…",2023-05-18,12:18:43,Mymabee,MyMaBeee,,314,1952,,http://pbs.twimg.com/profile_images/1396187622532337665/wPSqKIpy_normal.jpg,https://pbs.twimg.com/profile_banners/3107311295/1639145116,2015-03-23,156,0,0,[],"['money_rebellion', 'LloydsBank']",[],https://twitter.com/MyMaBeee/status/1659171656038842368,,en,Twitter for iPhone,True,False,,,,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'money_rebellion', 'name': 'XR Money Rebellion 🌍🌱🏳️\u200d⚧️', 'id': 1227611320339619840, 'id_str': '1227611320339619840', 'indices': [3, 19]}, {'screen_name': 'LloydsBank', 'name': 'Lloyds Bank', 'id': 147932302, 'id_str': '147932302', 'indices': [31, 42]}], 'urls': []}",False,False,False
"RT @money_rebellion: BREAKING: @LloydsBank AGM disrupted 💕

“In 2022, Lloyds did what few other global banks did and increased  its financi…",2023-05-18,12:14:46,@chrisjulien@kolektiva.social,ChrisJulien,Amsterdam,2192,1477,https://t.co/Cjf7XWOrD3,http://pbs.twimg.com/profile_images/1422977582446923781/EDSeak8m_normal.jpg,https://pbs.twimg.com/profile_banners/347872322/1664624393,2011-08-03,156,0,0,[],"['money_rebellion', 'LloydsBank']",[],https://twitter.com/ChrisJulien/status/1659170662781444096,,en,Twitter Web App,True,False,,,,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'money_rebellion', 'name': 'XR Money Rebellion 🌍🌱🏳️\u200d⚧️', 'id': 1227611320339619840, 'id_str': '1227611320339619840', 'indices': [3, 19]}, {'screen_name': 'LloydsBank', 'name': 'Lloyds Bank', 'id': 147932302, 'id_str': '147932302', 'indices': [31, 42]}], 'urls': []}",False,False,False
Great to see @LloydsBank being grilled at their AGM today https://t.co/Ycxpwqf0JV,2023-05-18,12:13:33,XR Money Rebellion 🌍🌱🏳️‍⚧️,money_rebellion,🌍,6386,2997,https://t.co/AdXIOYsk1T,http://pbs.twimg.com/profile_images/1301835400227454976/cCGF42-0_normal.jpg,https://pbs.twimg.com/profile_banners/1227611320339619840/1613351494,2020-02-12,13,32,0,[],['LloydsBank'],['http://pbs.twimg.com/ext_tw_video_thumb/1659168715324248064/pu/img/ddVDrQyGqcNZ2DRI.jpg'],https://twitter.com/money_rebellion/status/1659170356706394112,,en,Twitter Web App,False,False,,money_rebellion,,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'LloydsBank', 'name': 'Lloyds Bank', 'id': 147932302, 'id_str': '147932302', 'indices': [13, 24]}], 'urls': [], 'media': [{'id': 1659168715324248064, 'id_str': '1659168715324248064', 'indices': [58, 81], 'media_url': 'http://pbs.twimg.com/ext_tw_video_thumb/1659168715324248064/pu/img/ddVDrQyGqcNZ2DRI.jpg', 'media_url_https': 'https://pbs.twimg.com/ext_tw_video_thumb/1659168715324248064/pu/img/ddVDrQyGqcNZ2DRI.jpg', 'url': 'https://t.co/Ycxpwqf0JV', 'display_url': 'pic.twitter.com/Ycxpwqf0JV', 'expanded_url': 'https://twitter.com/money_rebellion/status/1659170356706394112/video/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 662, 'h': 1080, 'resize': 'fit'}, 'small': {'w': 417, 'h': 680, 'resize': 'fit'}, 'medium': {'w': 662, 'h': 1080, 'resize': 'fit'}}}]}",False,False,False
"RT @money_rebellion: BREAKING: @LloydsBank AGM disrupted 💕

“In 2022, Lloyds did what few other global banks did and increased  its financi…",2023-05-18,12:13:12,"No, I’m Brian 🐀",idleirish,,56,491,,http://pbs.twimg.com/profile_images/1202668107975864322/Eu-l3srD_normal.jpg,https://pbs.twimg.com/profile_banners/2712355184/1575573463,2014-08-06,156,0,0,[],"['money_rebellion', 'LloydsBank']",[],https://twitter.com/idleirish/status/1659170267241824257,,en,Twitter for iPhone,True,False,,,,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'money_rebellion', 'name': 'XR Money Rebellion 🌍🌱🏳️\u200d⚧️', 'id': 1227611320339619840, 'id_str': '1227611320339619840', 'indices': [3, 19]}, {'screen_name': 'LloydsBank', 'name': 'Lloyds Bank', 'id': 147932302, 'id_str': '147932302', 'indices': [31, 42]}], 'urls': []}",False,False,False
"RT @money_rebellion: BREAKING: @LloydsBank AGM disrupted 💕

“In 2022, Lloyds did what few other global banks did and increased  its financi…",2023-05-18,12:12:10,Extinction Rebellion Chicago,XRchicago,"Chicago, IL",1835,319,https://t.co/eSm9nd55fM,http://pbs.twimg.com/profile_images/1082468694842920961/7DfZH6R0_normal.jpg,https://pbs.twimg.com/profile_banners/1081979134056775681/1565838012,2019-01-06,156,0,0,[],"['money_rebellion', 'LloydsBank']",[],https://twitter.com/XRchicago/status/1659170009413763078,,en,Twitter for iPhone,True,False,,,,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'money_rebellion', 'name': 'XR Money Rebellion 🌍🌱🏳️\u200d⚧️', 'id': 1227611320339619840, 'id_str': '1227611320339619840', 'indices': [3, 19]}, {'screen_name': 'LloydsBank', 'name': 'Lloyds Bank', 'id': 147932302, 'id_str': '147932302', 'indices': [31, 42]}], 'urls': []}",False,False,False
"BusinessLive spoke with @LloydsBank South West regional director Amanda Dorel about the proposed £8bn vision for transport in the South West and Wales, and what this could mean for businesses across the region https://t.co/LAbjoVymb3 #businesslive #southwest #transport #banking",2023-05-18,12:11:35,BusinessLive,businesslive,UK,122485,275,https://t.co/ie22v8pvsr,http://pbs.twimg.com/profile_images/1136560720831766529/oKgouRPB_normal.png,https://pbs.twimg.com/profile_banners/7235612/1568371491,2007-07-03,1,0,0,"['businesslive', 'southwest', 'transport', 'banking']",['LloydsBank'],[],https://twitter.com/businesslive/status/1659169860272766976,,en,TweetDeck,False,False,,,,"{'hashtags': [{'text': 'businesslive', 'indices': [234, 247]}, {'text': 'southwest', 'indices': [248, 258]}, {'text': 'transport', 'indices': [259, 269]}, {'text': 'banking', 'indices': [270, 278]}], 'symbols': [], 'user_mentions': [{'screen_name': 'LloydsBank', 'name': 'Lloyds Bank', 'id': 147932302, 'id_str': '147932302', 'indices': [24, 35]}], 'urls': [{'url': 'https://t.co/LAbjoVymb3', 'expanded_url': 'https://lnkd.in/eyda6Vzk', 'display_url': 'lnkd.in/eyda6Vzk', 'indices': [210, 233]}]}",False,False,False
"RT @money_rebellion: BREAKING: @LloydsBank AGM disrupted 💕

“In 2022, Lloyds did what few other global banks did and increased  its financi…",2023-05-18,12:09:37,ligi ☮️🌍🚲🌳🍵🎶🌶🔥🖖,mr_ligi,"Earth, Milkiway",4382,4901,https://t.co/xjaauo5T9O,http://pbs.twimg.com/profile_images/1572028053160615938/WvwnCm-4_normal.jpg,https://pbs.twimg.com/profile_banners/96750314/1539711424,2009-12-14,156,0,0,[],"['money_rebellion', 'LloydsBank']",[],https://twitter.com/mr_ligi/status/1659169366276022273,,en,Twitter Web App,True,False,,,,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'money_rebellion', 'name': 'XR Money Rebellion 🌍🌱🏳️\u200d⚧️', 'id': 1227611320339619840, 'id_str': '1227611320339619840', 'indices': [3, 19]}, {'screen_name': 'LloydsBank', 'name': 'Lloyds Bank', 'id': 147932302, 'id_str': '147932302', 'indices': [31, 42]}], 'urls': []}",False,False,False
@money_rebellion @ScientistRebel1 @LloydsBank Go to https://t.co/9jJqGMAwRL and find a better bank.,2023-05-18,12:09:32,mary o'brien,marysrpar,"Houston, REnfrewshire, Scotlan",195,258,,http://pbs.twimg.com/profile_images/1494650019605057545/cCyCDEdL_normal.jpg,,2021-12-15,1,11,0,[],"['money_rebellion', 'ScientistRebel1', 'LloydsBank']",[],https://twitter.com/marysrpar/status/1659169347196035074,,en,Twitter for Android,False,False,,money_rebellion,,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'money_rebellion', 'name': 'XR Money Rebellion 🌍🌱🏳️\u200d⚧️', 'id': 1227611320339619840, 'id_str': '1227611320339619840', 'indices': [0, 16]}, {'screen_name': 'ScientistRebel1', 'name': 'Scientist Rebellion', 'id': 1308877368627519489, 'id_str': '1308877368627519489', 'indices': [17, 33]}, {'screen_name': 'LloydsBank', 'name': 'Lloyds Bank', 'id': 147932302, 'id_str': '147932302', 'indices': [34, 45]}], 'urls': [{'url': 'https://t.co/9jJqGMAwRL', 'expanded_url': 'http://bank.green', 'display_url': 'bank.green', 'indices': [52, 75]}]}",False,False,False
"RT @money_rebellion: BREAKING: @LloydsBank AGM disrupted 💕

“In 2022, Lloyds did what few other global banks did and increased  its financi…",2023-05-18,12:08:29,Gus Hoyt,MrGreenGus,Bristol - Montpelier,4887,707,https://t.co/uQ3viTQcCW,http://pbs.twimg.com/profile_images/1107616442189377538/FQh_c5Fc_normal.jpg,https://pbs.twimg.com/profile_banners/201810996/1391871532,2010-10-12,156,0,0,[],"['money_rebellion', 'LloydsBank']",[],https://twitter.com/MrGreenGus/status/1659169081612726277,,en,Twitter for iPhone,True,False,,,,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'money_rebellion', 'name': 'XR Money Rebellion 🌍🌱🏳️\u200d⚧️', 'id': 1227611320339619840, 'id_str': '1227611320339619840', 'indices': [3, 19]}, {'screen_name': 'LloydsBank', 'name': 'Lloyds Bank', 'id': 147932302, 'id_str': '147932302', 'indices': [31, 42]}], 'urls': []}",False,False,False
"RT @chappers48: @money_rebellion @LloydsBank I moved my accounts/savings from Lloyds Bank last year having banked with them for 30+ years,…",2023-05-18,12:07:49,Olivia M Ⓥ,OliviaMLondon,"Hammersmith, London",1846,4985,,http://pbs.twimg.com/profile_images/1508428432325103623/V-2on0iG_normal.jpg,https://pbs.twimg.com/profile_banners/1487039518167519235/1666601897,2022-01-28,6,0,0,[],"['chappers48', 'money_rebellion', 'LloydsBank']",[],https://twitter.com/OliviaMLondon/status/1659168911483437056,,en,Twitter for iPhone,True,False,,,,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'chappers48', 'name': 'CarolineC', 'id': 25076382, 'id_str': '25076382', 'indices': [3, 14]}, {'screen_name': 'money_rebellion', 'name': 'XR Money Rebellion 🌍🌱🏳️\u200d⚧️', 'id': 1227611320339619840, 'id_str': '1227611320339619840', 'indices': [16, 32]}, {'screen_name': 'LloydsBank', 'name': 'Lloyds Bank', 'id': 147932302, 'id_str': '147932302', 'indices': [33, 44]}], 'urls': []}",False,False,False
"Raising issues of planet destruction just isn't on the @LloydsBank agenda, nor part of expected protocol. #LloydsAGM
Is it any wonder we have to take to the streets when they try to manage us into silence? https://t.co/YYHo7kIFa5",2023-05-18,12:07:35,XRScotland Mastodon @xrscotland@kolektiva.social,ScotlandXr,,17704,933,https://t.co/yiaKbAi10W,http://pbs.twimg.com/profile_images/1062788235565432832/XCLMt71H_normal.jpg,https://pbs.twimg.com/profile_banners/1062775113622454278/1664644574,2018-11-14,5,7,0,['LloydsAGM'],['LloydsBank'],['http://pbs.twimg.com/ext_tw_video_thumb/1659168762879262723/pu/img/i9FTIYCRedl9pZ1R.jpg'],https://twitter.com/ScotlandXr/status/1659168854948315145,,en,Twitter for Android,False,False,,,,"{'hashtags': [{'text': 'LloydsAGM', 'indices': [106, 116]}], 'symbols': [], 'user_mentions': [{'screen_name': 'LloydsBank', 'name': 'Lloyds Bank', 'id': 147932302, 'id_str': '147932302', 'indices': [55, 66]}], 'urls': [], 'media': [{'id': 1659168762879262723, 'id_str': '1659168762879262723', 'indices': [206, 229], 'media_url': 'http://pbs.twimg.com/ext_tw_video_thumb/1659168762879262723/pu/img/i9FTIYCRedl9pZ1R.jpg', 'media_url_https': 'https://pbs.twimg.com/ext_tw_video_thumb/1659168762879262723/pu/img/i9FTIYCRedl9pZ1R.jpg', 'url': 'https://t.co/YYHo7kIFa5', 'display_url': 'pic.twitter.com/YYHo7kIFa5', 'expanded_url': 'https://twitter.com/ScotlandXr/status/1659168854948315145/video/1', 'type': 'photo', 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 453, 'h': 680, 'resize': 'fit'}, 'medium': {'w': 720, 'h': 1080, 'resize': 'fit'}, 'large': {'w': 720, 'h': 1080, 'resize': 'fit'}}}]}",False,False,False
"RT @money_rebellion: BREAKING: @LloydsBank AGM disrupted 💕

“In 2022, Lloyds did what few other global banks did and increased  its financi…",2023-05-18,12:07:28,Olivia M Ⓥ,OliviaMLondon,"Hammersmith, London",1846,4985,,http://pbs.twimg.com/profile_images/1508428432325103623/V-2on0iG_normal.jpg,https://pbs.twimg.com/profile_banners/1487039518167519235/1666601897,2022-01-28,156,0,0,[],"['money_rebellion', 'LloydsBank']",[],https://twitter.com/OliviaMLondon/status/1659168826389307392,,en,Twitter for iPhone,True,False,,,,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'money_rebellion', 'name': 'XR Money Rebellion 🌍🌱🏳️\u200d⚧️', 'id': 1227611320339619840, 'id_str': '1227611320339619840', 'indices': [3, 19]}, {'screen_name': 'LloydsBank', 'name': 'Lloyds Bank', 'id': 147932302, 'id_str': '147932302', 'indices': [31, 42]}], 'urls': []}",False,False,False
"RT @money_rebellion: BREAKING: @LloydsBank AGM disrupted 💕

“In 2022, Lloyds did what few other global banks did and increased  its financi…",2023-05-18,12:07:26,Jamie Stewart 💙,jimthevic,"Edinburgh, Scotland",2894,3551,https://t.co/tTcUoXcMi3,http://pbs.twimg.com/profile_images/1653073581692035074/PYTpZrH3_normal.jpg,https://pbs.twimg.com/profile_banners/128579554/1673205996,2010-04-01,156,0,0,[],"['money_rebellion', 'LloydsBank']",[],https://twitter.com/jimthevic/status/1659168816461492225,,en,Twitter for Android,True,False,,,,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'money_rebellion', 'name': 'XR Money Rebellion 🌍🌱🏳️\u200d⚧️', 'id': 1227611320339619840, 'id_str': '1227611320339619840', 'indices': [3, 19]}, {'screen_name': 'LloydsBank', 'name': 'Lloyds Bank', 'id': 147932302, 'id_str': '147932302', 'indices': [31, 42]}], 'urls': []}",False,False,False
"RT @money_rebellion: BREAKING: @LloydsBank AGM disrupted 💕

“In 2022, Lloyds did what few other global banks did and increased  its financi…",2023-05-18,12:07:23,XRScotland Mastodon @xrscotland@kolektiva.social,ScotlandXr,,17704,933,https://t.co/yiaKbAi10W,http://pbs.twimg.com/profile_images/1062788235565432832/XCLMt71H_normal.jpg,https://pbs.twimg.com/profile_banners/1062775113622454278/1664644574,2018-11-14,156,0,0,[],"['money_rebellion', 'LloydsBank']",[],https://twitter.com/ScotlandXr/status/1659168804356718592,,en,Twitter for Android,True,False,,,,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'money_rebellion', 'name': 'XR Money Rebellion 🌍🌱🏳️\u200d⚧️', 'id': 1227611320339619840, 'id_str': '1227611320339619840', 'indices': [3, 19]}, {'screen_name': 'LloydsBank', 'name': 'Lloyds Bank', 'id': 147932302, 'id_str': '147932302', 'indices': [31, 42]}], 'urls': []}",False,False,False
"RT @money_rebellion: BREAKING: @LloydsBank AGM disrupted 💕

“In 2022, Lloyds did what few other global banks did and increased  its financi…",2023-05-18,12:05:15,jenkirby,jenkirby,"Appleby, Cumbria, UK",509,486,https://t.co/uIx5LJhrX3,http://pbs.twimg.com/profile_images/897934060802244608/taPMISF-_normal.jpg,https://pbs.twimg.com/profile_banners/18448748/1502919139,2008-12-29,156,0,0,[],"['money_rebellion', 'LloydsBank']",[],https://twitter.com/jenkirby/status/1659168269276704768,,en,Twitter for iPad,True,False,,,,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'money_rebellion', 'name': 'XR Money Rebellion 🌍🌱🏳️\u200d⚧️', 'id': 1227611320339619840, 'id_str': '1227611320339619840', 'indices': [3, 19]}, {'screen_name': 'LloydsBank', 'name': 'Lloyds Bank', 'id': 147932302, 'id_str': '147932302', 'indices': [31, 42]}], 'urls': []}",False,False,False
"@LloydsBank Further to this, your complaint webpage implies you penalise those that don't have the time to call in. How is it fair that you intentionally answer complaints that come in by secure form slower than phone?",2023-05-18,12:04:56,: ),______Steve,,25,94,,http://pbs.twimg.com/profile_images/1322989600/Flying_Spaghetti_Monster_normal.jpg,,2011-04-22,0,0,0,[],['LloydsBank'],[],https://twitter.com/______Steve/status/1659168188330831872,,en,Twitter Web App,False,False,,LloydsBank,,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'LloydsBank', 'name': 'Lloyds Bank', 'id': 147932302, 'id_str': '147932302', 'indices': [0, 11]}], 'urls': []}",False,False,False
"RT @money_rebellion: BREAKING: @LloydsBank AGM disrupted 💕

“In 2022, Lloyds did what few other global banks did and increased  its financi…",2023-05-18,12:04:40,climate anxiety haver,zazouji,Morocco,1746,2661,,http://pbs.twimg.com/profile_images/1659715087840468992/YyfSz-vc_normal.jpg,https://pbs.twimg.com/profile_banners/80412089/1627392121,2009-10-06,156,0,0,[],"['money_rebellion', 'LloydsBank']",[],https://twitter.com/zazouji/status/1659168119057788931,,en,Twitter for Android,True,False,,,,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'money_rebellion', 'name': 'XR Money Rebellion 🌍🌱🏳️\u200d⚧️', 'id': 1227611320339619840, 'id_str': '1227611320339619840', 'indices': [3, 19]}, {'screen_name': 'LloydsBank', 'name': 'Lloyds Bank', 'id': 147932302, 'id_str': '147932302', 'indices': [31, 42]}], 'urls': []}",False,False,False
"RT @money_rebellion: BREAKING: @LloydsBank AGM disrupted 💕

“In 2022, Lloyds did what few other global banks did and increased  its financi…",2023-05-18,12:04:39,mary o'brien,marysrpar,"Houston, REnfrewshire, Scotlan",195,258,,http://pbs.twimg.com/profile_images/1494650019605057545/cCyCDEdL_normal.jpg,,2021-12-15,156,0,0,[],"['money_rebellion', 'LloydsBank']",[],https://twitter.com/marysrpar/status/1659168117375787010,,en,Twitter for Android,True,False,,,,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'money_rebellion', 'name': 'XR Money Rebellion 🌍🌱🏳️\u200d⚧️', 'id': 1227611320339619840, 'id_str': '1227611320339619840', 'indices': [3, 19]}, {'screen_name': 'LloydsBank', 'name': 'Lloyds Bank', 'id': 147932302, 'id_str': '147932302', 'indices': [31, 42]}], 'urls': []}",False,False,False
"RT @money_rebellion: BREAKING: @LloydsBank AGM disrupted 💕

“In 2022, Lloyds did what few other global banks did and increased  its financi…",2023-05-18,12:04:06,Eleanor AbernathyⓋ #VoteYes,Bron1954,"Victoria, Australia",5686,5808,,http://pbs.twimg.com/profile_images/1281046253611053056/K7yFWfoc_normal.jpg,https://pbs.twimg.com/profile_banners/88295399/1516349853,2009-11-07,156,0,0,[],"['money_rebellion', 'LloydsBank']",[],https://twitter.com/Bron1954/status/1659167977680539648,,en,Twitter Web App,True,False,,,,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'money_rebellion', 'name': 'XR Money Rebellion 🌍🌱🏳️\u200d⚧️', 'id': 1227611320339619840, 'id_str': '1227611320339619840', 'indices': [3, 19]}, {'screen_name': 'LloydsBank', 'name': 'Lloyds Bank', 'id': 147932302, 'id_str': '147932302', 'indices': [31, 42]}], 'urls': []}",False,False,False
"RT @money_rebellion: BREAKING: @LloydsBank AGM disrupted 💕

“In 2022, Lloyds did what few other global banks did and increased  its financi…",2023-05-18,12:03:51,Adam McGibbon 🌍,AdamMcGibbon,Edinburgh / London / Belfast,11340,6206,,http://pbs.twimg.com/profile_images/1177313384712327169/RabFjzLM_normal.jpg,https://pbs.twimg.com/profile_banners/127296681/1489487621,2010-03-28,156,0,0,[],"['money_rebellion', 'LloydsBank']",[],https://twitter.com/AdamMcGibbon/status/1659167916699406339,,en,Twitter Web App,True,False,,,,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'money_rebellion', 'name': 'XR Money Rebellion 🌍🌱🏳️\u200d⚧️', 'id': 1227611320339619840, 'id_str': '1227611320339619840', 'indices': [3, 19]}, {'screen_name': 'LloydsBank', 'name': 'Lloyds Bank', 'id': 147932302, 'id_str': '147932302', 'indices': [31, 42]}], 'urls': []}",False,False,False
"@money_rebellion @LloydsBank I moved my accounts/savings from Lloyds Bank last year having banked with them for 30+ years, because of their investments in fossil fuels. And I let them know that. It's really easy to move to greener banks @switchit_green. It's our money the banks are using in this immoral way.",2023-05-18,12:03:45,CarolineC,chappers48,,84,181,,http://pbs.twimg.com/profile_images/1514272288794980368/gJlCRLji_normal.jpg,https://pbs.twimg.com/profile_banners/25076382/1652460238,2009-03-18,6,20,0,[],"['money_rebellion', 'LloydsBank', 'switchit_green']",[],https://twitter.com/chappers48/status/1659167889197264897,,en,Twitter Web App,False,False,,money_rebellion,,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'money_rebellion', 'name': 'XR Money Rebellion 🌍🌱🏳️\u200d⚧️', 'id': 1227611320339619840, 'id_str': '1227611320339619840', 'indices': [0, 16]}, {'screen_name': 'LloydsBank', 'name': 'Lloyds Bank', 'id': 147932302, 'id_str': '147932302', 'indices': [17, 28]}, {'screen_name': 'switchit_green', 'name': 'Switch It Green', 'id': 1230903129870405633, 'id_str': '1230903129870405633', 'indices': [237, 252]}], 'urls': []}",False,False,False
"RT @money_rebellion: BREAKING: @LloydsBank AGM disrupted 💕

“In 2022, Lloyds did what few other global banks did and increased  its financi…",2023-05-18,12:03:07,Theranello 💙,Theranello,,322,248,,http://pbs.twimg.com/profile_images/1582390739471925248/qwxQNLp__normal.jpg,https://pbs.twimg.com/profile_banners/1526459150036877312/1653602512,2022-05-17,156,0,0,[],"['money_rebellion', 'LloydsBank']",[],https://twitter.com/Theranello/status/1659167728886857731,,en,Twitter Web App,True,False,,,,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'money_rebellion', 'name': 'XR Money Rebellion 🌍🌱🏳️\u200d⚧️', 'id': 1227611320339619840, 'id_str': '1227611320339619840', 'indices': [3, 19]}, {'screen_name': 'LloydsBank', 'name': 'Lloyds Bank', 'id': 147932302, 'id_str': '147932302', 'indices': [31, 42]}], 'urls': []}",False,False,False
"RT @money_rebellion: BREAKING: @LloydsBank AGM disrupted 💕

“In 2022, Lloyds did what few other global banks did and increased  its financi…",2023-05-18,12:02:49,Scientist Rebellion,ScientistRebel1,,57719,1581,https://t.co/UO0QEuGBMm,http://pbs.twimg.com/profile_images/1309197536788385794/uC7Xl_ge_normal.jpg,https://pbs.twimg.com/profile_banners/1308877368627519489/1683578206,2020-09-23,156,0,0,[],"['money_rebellion', 'LloydsBank']",[],https://twitter.com/ScientistRebel1/status/1659167654106615810,,en,Twitter for Android,True,False,,,,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'money_rebellion', 'name': 'XR Money Rebellion 🌍🌱🏳️\u200d⚧️', 'id': 1227611320339619840, 'id_str': '1227611320339619840', 'indices': [3, 19]}, {'screen_name': 'LloydsBank', 'name': 'Lloyds Bank', 'id': 147932302, 'id_str': '147932302', 'indices': [31, 42]}], 'urls': []}",False,False,False
"RT @money_rebellion: BREAKING: @LloydsBank AGM disrupted 💕

“In 2022, Lloyds did what few other global banks did and increased  its financi…",2023-05-18,12:02:35,XRUK_Actions,XRUK_Actions,The Rebellious United Kingdom ,1836,1997,https://t.co/Zsr3Q7V3zF,http://pbs.twimg.com/profile_images/1562790700378374145/uSabU27A_normal.jpg,https://pbs.twimg.com/profile_banners/1180161322631208965/1661382205,2019-10-04,156,0,0,[],"['money_rebellion', 'LloydsBank']",[],https://twitter.com/XRUK_Actions/status/1659167598175567874,,en,Twitter for iPhone,True,False,,,,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'money_rebellion', 'name': 'XR Money Rebellion 🌍🌱🏳️\u200d⚧️', 'id': 1227611320339619840, 'id_str': '1227611320339619840', 'indices': [3, 19]}, {'screen_name': 'LloydsBank', 'name': 'Lloyds Bank', 'id': 147932302, 'id_str': '147932302', 'indices': [31, 42]}], 'urls': []}",False,False,False
"@xheyitschlox Hi Chloe, I'm Stephen, thanks for getting in touch. While we're unable to access your details on here, can I ask if you've checked your account online, in the pending section? Also, have you received any texts from us about the payment? Feel free to DM us with your reply.",2023-05-18,12:01:02,Lloyds Bank,LloydsBank,,145131,15819,https://t.co/sBqyhcxjMl,http://pbs.twimg.com/profile_images/1592812292428730369/6TYCXgjJ_normal.jpg,https://pbs.twimg.com/profile_banners/147932302/1678457367,2010-05-25,0,0,0,[],['xheyitschlox'],[],https://twitter.com/LloydsBank/status/1659167207627128834,,en,Sprinklr,False,False,,xheyitschlox,,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'xheyitschlox', 'name': 'Chloe 🦋', 'id': 282746487, 'id_str': '282746487', 'indices': [0, 13]}], 'urls': []}",False,False,False
"RT @money_rebellion: BREAKING: @LloydsBank AGM disrupted 💕

“In 2022, Lloyds did what few other global banks did and increased  its financi…",2023-05-18,11:58:43,"Paul Noël, Citizen of the pale blue dot, 🍃💚🍃",JunagarhMedia,"Earth, pale blue dot, 1 planet",8643,7354,https://t.co/39CY6hcEyV,http://pbs.twimg.com/profile_images/1004785823286521859/QLLco4qB_normal.jpg,https://pbs.twimg.com/profile_banners/996423161053876224/1528402875,2018-05-15,156,0,0,[],"['money_rebellion', 'LloydsBank']",[],https://twitter.com/JunagarhMedia/status/1659166624778158081,,en,Twitter Web App,True,False,,,,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'money_rebellion', 'name': 'XR Money Rebellion 🌍🌱🏳️\u200d⚧️', 'id': 1227611320339619840, 'id_str': '1227611320339619840', 'indices': [3, 19]}, {'screen_name': 'LloydsBank', 'name': 'Lloyds Bank', 'id': 147932302, 'id_str': '147932302', 'indices': [31, 42]}], 'urls': []}",False,False,False
